1000,4.41,4.722,2.985
1001,4.271,4.783,2.993
1002,4.232,4.778,3.006
1003,4.463,4.764,3.004
1004,4.249,4.805,3.035
1005,4.341,4.817,3.018
1006,4.864,4.804,3.07
1007,4.301,4.836,3.042
1008,4.143,4.87,3.068
1009,4.352,4.855,3.056
1010,4.998,4.892,3.073
1011,4.365,4.913,3.078
1012,4.411,4.912,3.096
1013,4.406,4.929,3.096
1014,4.389,4.952,3.126
1015,4.5,4.929,3.114
1016,4.434,4.952,3.135
1017,4.47,4.972,3.135
1018,4.456,4.993,3.177
1019,4.502,4.998,3.151
1020,4.489,5.013,3.172
1021,4.512,5.058,3.171
1022,4.499,5.106,3.192
1023,4.542,5.208,3.19
1024,7.16,5.843,3.214
1025,4.789,5.265,3.215
1026,4.552,5.149,3.239
1027,4.648,5.128,3.233
1028,4.643,5.125,3.255
1029,4.634,5.137,3.247
1030,4.63,5.159,3.277
1031,4.629,5.171,3.275
1032,4.643,5.177,3.281
1033,4.704,5.198,3.285
1034,4.713,5.216,3.308
1035,4.756,5.229,3.301
1036,4.739,5.224,3.326
1037,5.945,5.251,3.33
1038,4.718,5.263,3.347
1039,5.223,5.271,3.334
1040,4.582,5.279,3.363
1041,4.796,5.323,3.376
1042,4.848,5.31,3.386
1043,4.833,5.34,3.397
1044,4.936,5.355,3.399
1045,4.908,5.356,3.402
1046,4.959,5.371,3.422
1047,4.866,5.387,3.427
1048,4.871,5.411,3.444
1049,4.89,5.425,3.434
1050,4.879,5.445,3.464
1051,4.907,5.465,3.461
1052,4.923,5.474,3.478
1053,4.892,5.496,3.475
1054,5.074,5.504,3.499
1055,4.984,5.52,3.501
1056,4.703,5.537,3.523
1057,6.412,5.54,3.526
1058,5.54,5.57,3.54
1059,5.065,5.585,3.537
1060,5.034,5.63,3.554
1061,5.079,5.642,3.555
1062,5.217,5.634,3.578
1063,5.093,5.652,3.575
1064,5.136,5.669,3.623
1065,5.168,5.696,3.595
1066,5.075,5.717,3.623
1067,5.169,5.718,3.619
1068,5.136,5.727,3.634
1069,5.2,5.756,3.636
1070,5.231,5.76,3.656
1071,5.172,5.796,3.665
1072,5.012,5.796,3.688
1073,5.261,5.832,3.678
1074,5.272,5.844,3.697
1075,5.323,5.86,3.701
1076,5.309,5.872,3.723
1077,5.315,5.901,3.716
1078,5.429,5.897,3.74
1079,5.35,5.921,3.747
1080,5.343,5.953,3.762
1081,5.416,5.959,3.759
1082,6.529,5.962,3.784
1083,5.459,6.015,3.782
1084,5.432,6.016,3.809
1085,5.638,6.009,3.804
1086,5.429,6.04,3.834
1087,5.436,6.057,3.83
1088,5.754,6.082,3.85
1089,5.517,6.078,3.842
1090,5.538,6.126,3.883
1091,5.561,6.143,3.871
1092,7.025,6.135,3.892
1093,5.676,6.155,3.883
1094,5.593,6.184,3.919
1095,5.64,6.204,3.905
1096,5.633,6.214,3.928
1097,5.622,6.223,3.934
1098,5.76,6.247,3.958
1099,5.829,6.268,3.95
1100,5.728,6.273,3.973
